Rank,Company Name,Total Jobs,Categories,Signal Strength,Sample Roles,Data Sources,Last Updated
416,Snowflake,9,"saas_compliance, sspm, ai_compliance",Very High,Security Engineer - SaaS; SaaS Security Engineer; Cloud Security Engineer; Cloud Security Architect; SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
417,Microsoft Corp,6,"ai_agent_security, saas_security, ai_compliance",High,SaaS Governance Analyst; Cloud Security Architect; SaaS Security Analyst; SaaS Security Engineer; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
418,SendGrid LLC,5,"ai_agent_security, ai_compliance, saas_security",High,SaaS Security Analyst; SaaS Compliance Manager; SSPM Engineer; SaaS Risk Analyst; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
419,Rapid7,5,"ai_compliance, saas_security",High,SSPM Engineer; SaaS Security Analyst; Security Engineer - SaaS; SaaS Security Posture Manager; AI Security Engineer,Indeed,2025-12-01 22:02:58
420,Symantec LLC,10,"sspm, ai_compliance",Very High,AI Compliance Engineer; SaaS Governance Analyst; SSPM Engineer; SaaS Security Posture Manager; AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
421,Confluent ,9,"sspm, ai_compliance",Very High,Cloud Security Engineer; SSPM Engineer; SaaS Security Posture Manager; GenAI Security Specialist; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
422,IBM Inc,8,"saas_security, sspm, ai_agent_security",High,SaaS Compliance Manager; SaaS Security Engineer; SaaS Security Consultant; Cloud Security Architect; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
423,Bitbucket ,5,ai_compliance,High,AI Compliance Engineer; SaaS Governance Analyst; Cloud Security Engineer; SaaS Security Engineer; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
424,Asana Ltd,4,"saas_compliance, saas_security, ai_agent_security",High,SaaS Security Posture Manager; Cloud Security Architect; SaaS Security Analyst; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
425,DigitalOcean,3,saas_compliance,Medium,Cloud Security Architect; AI Compliance Engineer; SaaS Security Analyst,Indeed,2025-12-01 22:02:58
426,Duo Security,5,"saas_compliance, saas_security, ai_compliance",High,SaaS Governance Analyst; SaaS Security Posture Manager; AI Compliance Engineer; SaaS Compliance Manager; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
427,Looker Corp,8,"ai_compliance, saas_compliance",High,SSPM Engineer; GenAI Security Specialist; SaaS Security Consultant; SaaS Compliance Manager; AI Compliance Engineer,Indeed,2025-12-01 22:02:58
428,Ping Identity,6,ai_compliance,High,Cloud Security Architect; SaaS Security Consultant; GenAI Security Specialist; SaaS Governance Analyst; SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
429,Freshdesk,3,"ai_agent_security, sspm",Medium,SaaS Governance Analyst; SaaS Security Engineer; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
430,Atlassian,9,"saas_security, ai_agent_security",Very High,GenAI Security Specialist; SaaS Security Analyst; SaaS Security Posture Manager; Cloud Security Architect; SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
431,Mailchimp,8,"saas_compliance, sspm",High,SaaS Security Consultant; SaaS Governance Analyst; SaaS Risk Analyst; SSPM Engineer; SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
432,MongoDB,4,"saas_compliance, sspm, ai_agent_security",High,AI Security Engineer; SaaS Governance Analyst; AI Compliance Engineer; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
433,McAfee Ltd,8,ai_compliance,High,Cloud Security Engineer; SSPM Engineer; SaaS Security Analyst; AI Compliance Engineer; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
434,Shopify,7,"saas_security, ai_agent_security, saas_compliance",High,Security Engineer - SaaS; GenAI Security Specialist; AI Security Engineer; SSPM Engineer; Cloud Security Architect,Indeed,2025-12-01 22:02:58
435,CrowdStrike ,3,ai_agent_security,Medium,Cloud Security Architect; SaaS Security Consultant; Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
436,Barracuda ,4,"sspm, ai_compliance",High,Cloud Security Engineer; SaaS Security Posture Manager; SaaS Risk Analyst; AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
437,CircleCI Inc,10,"saas_compliance, ai_agent_security, sspm",Very High,SaaS Governance Analyst; SaaS Compliance Manager; SSPM Engineer; SaaS Risk Analyst; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
438,CyberArk,6,"ai_compliance, sspm, saas_security",High,Cloud Security Engineer; SaaS Security Posture Manager; SaaS Risk Analyst; SaaS Governance Analyst; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
439,Splunk ,10,saas_security,Very High,AI Security Engineer; Cloud Security Architect; SaaS Compliance Manager; SaaS Security Engineer; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
440,F5 Networks,7,saas_compliance,High,SaaS Compliance Manager; SaaS Security Posture Manager; Cloud Security Architect; GenAI Security Specialist; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
441,Databricks,8,"ai_compliance, ai_agent_security",High,GenAI Security Specialist; SaaS Governance Analyst; Security Engineer - SaaS; SaaS Security Consultant; AI Compliance Engineer,Indeed,2025-12-01 22:02:58
442,Calendly,5,"ai_agent_security, ai_compliance",High,AI Security Engineer; Security Engineer - SaaS; GenAI Security Specialist; Cloud Security Engineer; SaaS Security Analyst,Indeed,2025-12-01 22:02:58
443,Zoom ,5,"saas_security, saas_compliance",High,SaaS Security Posture Manager; SSPM Engineer; AI Compliance Engineer; SaaS Compliance Manager; Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
444,Sprout Social Corp,10,"ai_compliance, sspm",Very High,Cloud Security Engineer; SaaS Security Analyst; SaaS Security Posture Manager; SaaS Compliance Manager; SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
445,Ping Identity ,5,"ai_agent_security, saas_compliance, sspm",High,SaaS Compliance Manager; SaaS Security Consultant; SaaS Security Analyst; SaaS Security Engineer; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
446,Google,6,saas_compliance,High,SaaS Security Consultant; Cloud Security Architect; SaaS Security Engineer; SaaS Compliance Manager; SaaS Security Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
447,Zendesk Corp,7,"saas_security, saas_compliance, ai_agent_security",High,SaaS Security Engineer; SaaS Risk Analyst; AI Compliance Engineer; SaaS Security Consultant; Cloud Security Architect,Indeed,2025-12-01 22:02:58
448,Airtable LLC,5,sspm,High,Cloud Security Architect; Cloud Security Engineer; AI Security Engineer; AI Compliance Engineer; SSPM Engineer,Indeed,2025-12-01 22:02:58
449,Looker ,7,ai_agent_security,High,SaaS Security Engineer; AI Security Engineer; AI Compliance Engineer; SaaS Governance Analyst; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
450,Netlify,3,"saas_security, ai_agent_security",Medium,Security Engineer - SaaS; Cloud Security Architect; SaaS Security Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
451,AWS,9,"ai_agent_security, saas_compliance",Very High,AI Security Engineer; Cloud Security Architect; Cloud Security Engineer; SaaS Security Posture Manager; Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
452,SendGrid,5,ai_compliance,High,Cloud Security Engineer; GenAI Security Specialist; SaaS Governance Analyst; Security Engineer - SaaS; SSPM Engineer,Indeed,2025-12-01 22:02:58
453,SquareSpace,8,"sspm, ai_compliance",High,SSPM Engineer; SaaS Risk Analyst; SaaS Compliance Manager; SaaS Security Posture Manager; SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
454,Splunk,4,sspm,Medium,GenAI Security Specialist; Cloud Security Architect; AI Security Engineer; Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
455,Amazon Corp,9,sspm,High,AI Compliance Engineer; SaaS Security Consultant; SaaS Security Analyst; SaaS Security Posture Manager; GenAI Security Specialist,Indeed,2025-12-01 22:02:58
456,Palo Alto Networks,5,"saas_compliance, ai_agent_security",High,SSPM Engineer; SaaS Compliance Manager; SaaS Security Engineer; SaaS Risk Analyst; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
457,Heroku LLC,10,"ai_compliance, saas_compliance, saas_security",Very High,Security Engineer - SaaS; GenAI Security Specialist; SaaS Security Consultant; SaaS Compliance Manager; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
458,Sprout Social Corp,6,"saas_security, sspm, saas_compliance",High,Cloud Security Architect; SSPM Engineer; SaaS Compliance Manager; SaaS Governance Analyst; AI Security Engineer,Indeed,2025-12-01 22:02:58
459,HubSpot Corp,9,saas_security,High,Cloud Security Architect; SaaS Security Analyst; Cloud Security Engineer; SaaS Security Engineer; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
460,Workday Inc,9,"ai_compliance, sspm, saas_compliance",Very High,GenAI Security Specialist; SaaS Security Posture Manager; AI Security Engineer; SaaS Security Analyst; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
461,GitHub Actions,9,saas_security,High,AI Compliance Engineer; SaaS Security Consultant; SaaS Risk Analyst; SaaS Security Posture Manager; AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
462,Mailchimp,6,"ai_agent_security, saas_security, saas_compliance",High,SaaS Security Analyst; AI Security Engineer; SaaS Governance Analyst; SaaS Compliance Manager; Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
463,Buffer,6,"sspm, saas_security",High,Security Engineer - SaaS; GenAI Security Specialist; SaaS Risk Analyst; AI Security Engineer; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
464,OneLogin,10,saas_security,Very High,Security Engineer - SaaS; SaaS Governance Analyst; SaaS Security Engineer; SaaS Risk Analyst; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
465,Heroku LLC,3,ai_agent_security,Medium,SaaS Risk Analyst; SaaS Security Engineer; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
466,Twilio Ltd,8,"saas_compliance, ai_compliance, ai_agent_security",High,AI Compliance Engineer; SaaS Security Consultant; SaaS Governance Analyst; GenAI Security Specialist; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
467,Calendly,5,ai_compliance,High,SaaS Security Posture Manager; Security Engineer - SaaS; Cloud Security Engineer; AI Security Engineer; GenAI Security Specialist,Indeed,2025-12-01 22:02:58
468,Symantec,10,"sspm, saas_security",Very High,Cloud Security Architect; SaaS Security Consultant; GenAI Security Specialist; SaaS Security Engineer; SaaS Security Analyst,Indeed,2025-12-01 22:02:58
469,Salesforce,8,"saas_security, ai_compliance, sspm",High,SaaS Compliance Manager; Cloud Security Architect; SaaS Security Posture Manager; SaaS Governance Analyst; Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
470,Confluence,3,"ai_agent_security, saas_security, sspm",Medium,SaaS Compliance Manager; SaaS Risk Analyst; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
471,Trend Micro,3,saas_compliance,Medium,AI Compliance Engineer; SaaS Risk Analyst; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
472,GitLab CI,3,ai_agent_security,Medium,SaaS Governance Analyst; SSPM Engineer; SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
473,Qualys,4,ai_compliance,Medium,SaaS Security Engineer; Security Engineer - SaaS; AI Security Engineer; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
474,Ping Identity,8,"ai_agent_security, saas_compliance, ai_compliance",High,AI Compliance Engineer; GenAI Security Specialist; SSPM Engineer; Security Engineer - SaaS; SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
475,Jenkins,9,ai_agent_security,High,SaaS Risk Analyst; SSPM Engineer; SaaS Security Engineer; AI Security Engineer; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
476,Okta,6,"sspm, saas_compliance, ai_compliance",High,AI Security Engineer; AI Compliance Engineer; GenAI Security Specialist; Cloud Security Architect; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
477,DocuSign Ltd,8,"sspm, ai_agent_security",High,Cloud Security Architect; SaaS Security Posture Manager; SaaS Security Engineer; SaaS Risk Analyst; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
478,IBM,3,ai_compliance,Medium,SaaS Security Engineer; Security Engineer - SaaS; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
479,Auth0 Ltd,5,"sspm, saas_compliance, ai_compliance",High,Security Engineer - SaaS; GenAI Security Specialist; Cloud Security Engineer; SaaS Security Engineer; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
480,Airtable,7,"saas_compliance, ai_compliance, ai_agent_security",High,SaaS Compliance Manager; SaaS Security Posture Manager; SaaS Governance Analyst; Cloud Security Engineer; SaaS Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
481,Smartsheet,3,"ai_compliance, ai_agent_security",Medium,AI Compliance Engineer; GenAI Security Specialist; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
482,Calendly,4,ai_agent_security,Medium,SaaS Security Engineer; SaaS Security Analyst; SaaS Security Posture Manager; GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
483,Tableau ,4,"ai_agent_security, sspm",High,AI Security Engineer; SaaS Security Engineer; SSPM Engineer; SaaS Compliance Manager,Indeed,2025-12-01 22:02:58
484,Mailchimp,4,"sspm, ai_compliance, ai_agent_security",High,SaaS Governance Analyst; Security Engineer - SaaS; SaaS Risk Analyst; SaaS Security Analyst,Indeed,2025-12-01 22:02:58
485,AWS,10,ai_compliance,Very High,SaaS Security Consultant; SaaS Security Posture Manager; Cloud Security Engineer; AI Compliance Engineer; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
486,CrowdStrike,6,"saas_compliance, saas_security",High,SaaS Security Engineer; SaaS Compliance Manager; SSPM Engineer; SaaS Risk Analyst; SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
487,Datadog ,7,"sspm, ai_agent_security",High,SSPM Engineer; AI Compliance Engineer; SaaS Security Posture Manager; GenAI Security Specialist; SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
488,GitLab CI Inc,10,"sspm, ai_compliance",Very High,AI Compliance Engineer; SSPM Engineer; SaaS Risk Analyst; Security Engineer - SaaS; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
489,MongoDB,8,"ai_agent_security, sspm, saas_security",High,GenAI Security Specialist; SaaS Security Analyst; SaaS Security Engineer; SSPM Engineer; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
490,CrowdStrike Corp,6,"ai_agent_security, saas_security",High,SaaS Risk Analyst; Security Engineer - SaaS; Cloud Security Engineer; SaaS Compliance Manager; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
491,McAfee Inc,9,"ai_agent_security, saas_compliance",Very High,Cloud Security Architect; SaaS Security Consultant; SaaS Risk Analyst; SaaS Security Analyst; AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
492,GitLab CI,10,"ai_agent_security, sspm",Very High,SaaS Governance Analyst; SaaS Security Engineer; SaaS Security Analyst; SSPM Engineer; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
493,Jenkins,7,"ai_agent_security, ai_compliance, sspm",High,SSPM Engineer; SaaS Risk Analyst; AI Compliance Engineer; SaaS Security Posture Manager; SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
494,CircleCI,7,"sspm, ai_compliance",High,SaaS Compliance Manager; Cloud Security Engineer; AI Compliance Engineer; SaaS Security Posture Manager; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
495,Square,6,"ai_agent_security, saas_security",High,Cloud Security Engineer; GenAI Security Specialist; SaaS Compliance Manager; SaaS Security Analyst; AI Security Engineer,Indeed,2025-12-01 22:02:58
496,Zendesk LLC,5,"ai_compliance, sspm, ai_agent_security",High,AI Security Engineer; SaaS Risk Analyst; GenAI Security Specialist; SaaS Compliance Manager; SaaS Security Analyst,Indeed,2025-12-01 22:02:58
497,ClickUp,9,saas_security,High,SaaS Security Posture Manager; AI Security Engineer; SaaS Governance Analyst; SaaS Security Analyst; AI Compliance Engineer,Indeed,2025-12-01 22:02:58
498,Hootsuite LLC,3,sspm,Medium,SaaS Compliance Manager; SaaS Security Consultant; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
499,Confluence,6,"saas_security, ai_agent_security, sspm",High,SaaS Risk Analyst; SaaS Security Consultant; AI Security Engineer; SaaS Security Analyst; AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
500,Notion,5,"ai_compliance, saas_compliance",High,AI Security Engineer; SaaS Compliance Manager; SaaS Governance Analyst; SaaS Security Consultant; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
501,DocuSign,4,ai_agent_security,Medium,SaaS Governance Analyst; SaaS Security Posture Manager; AI Security Engineer; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
502,Shopify LLC,4,"sspm, ai_compliance, saas_compliance",High,SaaS Security Engineer; Cloud Security Engineer; SaaS Security Consultant; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
503,GitLab CI,4,"saas_compliance, ai_agent_security, ai_compliance",High,SaaS Risk Analyst; SSPM Engineer; SaaS Compliance Manager; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
504,Mimecast,2,"saas_security, saas_compliance",Medium,SaaS Risk Analyst; SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
505,Zendesk,2,"ai_agent_security, ai_compliance, sspm",Medium,SaaS Governance Analyst; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
506,Zendesk,1,saas_compliance,Low,SaaS Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
507,Shopify,4,"saas_security, ai_agent_security",High,GenAI Security Specialist; SaaS Governance Analyst; SaaS Security Engineer; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
508,New Relic,3,saas_security,Medium,Security Engineer - SaaS; Cloud Security Engineer; SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
509,Jenkins,1,saas_security,Low,AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
510,IBM,2,"saas_security, ai_compliance, saas_compliance",Medium,SaaS Governance Analyst; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
511,Zendesk,2,"sspm, saas_compliance, ai_compliance",Medium,GenAI Security Specialist; AI Security Engineer,Indeed,2025-12-01 22:02:58
512,ServiceNow Ltd,2,sspm,Medium,Security Engineer - SaaS; SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
513,Databricks Inc,2,"saas_security, ai_agent_security",Medium,SaaS Compliance Manager; SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
514,Squarespace,5,saas_security,High,Security Engineer - SaaS; AI Security Engineer; GenAI Security Specialist; SSPM Engineer; SaaS Security Analyst,Indeed,2025-12-01 22:02:58
515,Trend Micro,2,ai_compliance,Medium,SaaS Security Consultant; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
516,Marketo,5,"sspm, saas_compliance, saas_security",High,SaaS Risk Analyst; GenAI Security Specialist; AI Compliance Engineer; Cloud Security Architect; SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
517,Barracuda,2,"saas_security, ai_compliance",Medium,SaaS Security Engineer; Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
518,Salesforce,1,"sspm, saas_compliance",Medium,SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
519,Snowflake,3,"sspm, ai_agent_security, ai_compliance",Medium,AI Security Engineer; Cloud Security Engineer; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
520,Okta,1,"ai_compliance, saas_security",Medium,SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
521,Fortinet,4,"saas_compliance, ai_compliance, sspm",High,Security Engineer - SaaS; SaaS Security Consultant; SaaS Governance Analyst; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
522,Calendly ,4,"ai_agent_security, sspm",High,SaaS Security Posture Manager; SaaS Security Analyst; SaaS Risk Analyst; Cloud Security Architect,Indeed,2025-12-01 22:02:58
523,Zoom Ltd,2,ai_compliance,Medium,SaaS Security Posture Manager; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
524,CircleCI,3,"ai_agent_security, saas_compliance",Medium,SaaS Security Consultant; SaaS Governance Analyst; GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
525,Confluent Inc,1,sspm,Low,SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
526,DocuSign,4,ai_agent_security,Medium,SaaS Security Analyst; Cloud Security Engineer; Cloud Security Architect; Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
527,Monday.com,4,ai_compliance,Medium,GenAI Security Specialist; AI Security Engineer; Cloud Security Engineer; Cloud Security Architect,Indeed,2025-12-01 22:02:58
528,Sprout Social,4,"saas_compliance, sspm, ai_compliance",High,AI Security Engineer; Security Engineer - SaaS; Cloud Security Engineer; SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
529,IBM,4,"sspm, saas_compliance",High,Security Engineer - SaaS; AI Compliance Engineer; SaaS Security Consultant; SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
530,Check Point,1,"sspm, saas_security, ai_compliance",Medium,SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
531,Barracuda,4,"saas_compliance, sspm, ai_agent_security",High,SaaS Security Consultant; AI Compliance Engineer; SaaS Risk Analyst; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
532,ForgeRock Ltd,5,"saas_compliance, ai_compliance, saas_security",High,SaaS Governance Analyst; SaaS Compliance Manager; SaaS Security Analyst; SSPM Engineer; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
533,Drift,5,ai_agent_security,High,SaaS Security Consultant; SSPM Engineer; SaaS Security Engineer; Cloud Security Architect; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
534,Check Point,1,"ai_agent_security, ai_compliance",Medium,Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
535,New Relic,4,saas_security,Medium,Cloud Security Engineer; SSPM Engineer; SaaS Security Posture Manager; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
536,GCP Inc,1,saas_compliance,Low,Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
537,Twilio,3,"ai_compliance, saas_security, saas_compliance",Medium,Cloud Security Engineer; SaaS Risk Analyst; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
538,Squarespace Corp,4,ai_agent_security,Medium,SaaS Governance Analyst; SaaS Compliance Manager; Security Engineer - SaaS; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
539,Microsoft Ltd,4,"saas_security, sspm",High,Cloud Security Engineer; GenAI Security Specialist; SaaS Compliance Manager; AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
540,Microsoft,4,ai_agent_security,Medium,SaaS Risk Analyst; SaaS Security Consultant; GenAI Security Specialist; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
541,Trend Micro Corp,3,"saas_security, sspm",Medium,SaaS Security Analyst; SaaS Security Engineer; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
542,Trend Micro Ltd,1,"sspm, saas_compliance",Medium,SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
543,SquareSpace,5,"ai_agent_security, saas_compliance",High,SaaS Security Posture Manager; SaaS Security Consultant; SaaS Governance Analyst; SaaS Risk Analyst; AI Security Engineer,Indeed,2025-12-01 22:02:58
544,Travis CI,5,saas_compliance,High,SSPM Engineer; SaaS Security Consultant; SaaS Security Posture Manager; Cloud Security Architect; AI Security Engineer,Indeed,2025-12-01 22:02:58
545,OneLogin,4,"saas_security, ai_compliance, saas_compliance",High,SaaS Security Engineer; AI Compliance Engineer; SaaS Risk Analyst; AI Security Engineer,Indeed,2025-12-01 22:02:58
546,Proofpoint,5,"ai_compliance, saas_compliance",High,SaaS Security Engineer; SaaS Risk Analyst; SaaS Security Posture Manager; SaaS Security Analyst; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
547,Mailchimp,3,saas_security,Medium,AI Compliance Engineer; SaaS Security Engineer; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
548,Box,1,ai_agent_security,Low,SaaS Risk Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
549,Mimecast,2,saas_security,Medium,GenAI Security Specialist; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
550,Trend Micro LLC,5,"sspm, ai_compliance",High,SaaS Compliance Manager; AI Compliance Engineer; SaaS Security Posture Manager; Security Engineer - SaaS; AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
551,GitLab CI,4,saas_security,Medium,Cloud Security Engineer; AI Security Engineer; SaaS Security Engineer; SaaS Compliance Manager,Indeed,2025-12-01 22:02:58
552,Palo Alto Networks,4,sspm,Medium,SaaS Security Posture Manager; Security Engineer - SaaS; SaaS Security Consultant; SaaS Security Analyst,Indeed,2025-12-01 22:02:58
553,DocuSign,1,"saas_compliance, ai_agent_security, sspm",Medium,Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
554,Okta Ltd,2,"saas_compliance, ai_compliance, sspm",Medium,SaaS Security Engineer; SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
555,CyberArk,5,"saas_compliance, saas_security, ai_agent_security",High,SaaS Security Consultant; Security Engineer - SaaS; SaaS Security Posture Manager; SaaS Security Analyst; SaaS Compliance Manager,Indeed,2025-12-01 22:02:58
556,Trend Micro Inc,2,ai_agent_security,Medium,GenAI Security Specialist; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
557,Jira ,1,"sspm, saas_compliance, saas_security",Medium,AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
558,ServiceNow Corp,4,"sspm, saas_security",High,Cloud Security Engineer; SaaS Governance Analyst; SaaS Compliance Manager; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
559,Proofpoint,2,"sspm, saas_compliance",Medium,SaaS Security Engineer; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
560,Auth0,1,"ai_agent_security, ai_compliance, saas_compliance",Medium,SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
561,Hashicorp,3,"sspm, saas_security",Medium,Cloud Security Engineer; SaaS Security Analyst; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
562,Duo Security,1,"ai_agent_security, ai_compliance",Medium,SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
563,DocuSign,4,"ai_agent_security, saas_compliance, sspm",High,AI Compliance Engineer; GenAI Security Specialist; SSPM Engineer; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
564,Monday.com,3,"saas_security, ai_compliance, ai_agent_security",Medium,SaaS Governance Analyst; SaaS Security Consultant; AI Compliance Engineer,Indeed,2025-12-01 22:02:58
565,OneLogin LLC,5,"sspm, ai_agent_security, saas_security",High,SaaS Security Engineer; SaaS Security Posture Manager; Security Engineer - SaaS; SaaS Compliance Manager; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
566,F5 Networks Corp,1,"ai_compliance, ai_agent_security, saas_security",Medium,AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
